step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
21,B,step_totals,,,,,,,,,,,,,,,,,,,,,85.90000000000009,,,19.5,0.22700814901047706,0.0,0.0,55.0,0.6402793946449353,0.013846284599522366,0.07272727272727272,0.0,0,4,13,27,,39,34,55,5.400000000000002,0.06286379511059367,6.000000000000003,0.06984866123399297,27,30,39
22,B,all_agents,,,40,29,10,1,29,0,0.25360869676747627,0.18355045553260674,0.7354839030008055,0.02373492034841737,159,30,0.75,61,4.360655737704918,1.459016393442623,31.75,694,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,B,participants_only,,,30,29,0,1,29,0,0.2828911356570146,0.20634494471363637,0.7354839030008055,0.026280262341650797,159,30,1.0,61,4.360655737704918,1.459016393442623,25.666666666666668,694,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,B,nonparticipants_only,,,10,0,10,0,0,0,0.16576138009886116,0.14265828758079963,0.4607830579707277,0.005809359640882499,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,B,step_totals,,,,,,,,,,,,,,,,,,,,,77.50000000000009,,,18.5,0.2387096774193546,0.0,0.0,47.0,0.6064516129032251,0.015073304033580677,0.14893617021276595,0.0,0,7,10,53,,37,36,47,6.000000000000003,0.07741935483870963,6.000000000000003,0.07741935483870963,30,30,38
23,B,all_agents,,,40,30,10,0,30,0,0.25769370023027843,0.18760332096154655,0.7460645468807733,0.024882957096584467,163,30,0.75,61,4.360655737704918,1.459016393442623,31.55,730,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,B,participants_only,,,30,30,0,0,30,0,0.28809229969004024,0.20981081189740586,0.7460645468807733,0.02760590864105644,163,30,1.0,61,4.360655737704918,1.459016393442623,25.4,730,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,B,nonparticipants_only,,,10,0,10,0,0,0,0.16649790185099295,0.1452491806937269,0.4584791426808741,0.005625204273788163,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,B,step_totals,,,,,,,,,,,,,,,,,,,,,84.90000000000009,,,18.5,0.2179034157832742,0.0,0.0,55.0,0.6478209658421665,0.013392901772365531,0.07272727272727272,0.0,0,4,13,27,,37,33,55,5.400000000000002,0.06360424028268546,6.000000000000003,0.07067137809187275,27,30,38
24,B,all_agents,,,40,30,10,0,30,0,0.26140542349684,0.18791004030954006,0.7562219650055424,0.026136218210900314,168,30,0.75,61,4.360655737704918,1.459016393442623,31.75,767,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,B,participants_only,,,30,30,0,0,30,0,0.29279750720547876,0.20876175783791884,0.7562219650055424,0.029090918212768845,168,30,1.0,61,4.360655737704918,1.459016393442623,25.666666666666668,767,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,B,nonparticipants_only,,,10,0,10,0,0,0,0.16722917237092355,0.1473489212638887,0.4561867469674697,0.0054465631704524835,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
