step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
19,C,participants_only,,,30,25,0,5,25,0,0.28164290568283007,0.21163524294492175,0.7258015405056888,0.023816155796040905,82,28,0.9333333333333333,0,0.0,0.0,25.633333333333333,574,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,nonparticipants_only,,,10,0,10,0,0,0,0.16899650097810506,0.13115981459613607,0.5683688235737896,0.008276145524093809,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,step_totals,,,,,,,,,,,,,,,,,,,,,89.20000000000009,,,20.0,0.2242152466367711,59.0,0.6614349775784747,0.0,0.0,0.014211595634377688,0.05084745762711865,0.0,0,3,25,18,,40,59,35,5.600000000000002,0.06278026905829592,4.600000000000001,0.05156950672645737,28,23,30
20,C,all_agents,,,40,25,10,5,25,0,0.257398875143137,0.1962158939243976,0.7367694788854613,0.023456312066880872,91,28,0.7,0,0.0,0.0,32.025,611,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,participants_only,,,30,25,0,5,25,0,0.28662596414570607,0.2123960168559662,0.7367694788854613,0.025173293094712734,91,28,0.9333333333333333,0,0.0,0.0,26.033333333333335,611,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,nonparticipants_only,,,10,0,10,0,0,0,0.16971760813542966,0.1315434127230864,0.5655269794559207,0.008054696204616144,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.90000000000009,,,19.5,0.25357607282184624,45.0,0.585175552665799,0.0,0.0,0.014439229817042794,0.2,0.0,0,9,61,6,,39,45,37,5.600000000000002,0.07282184655396613,6.800000000000003,0.08842652795838746,28,34,41
20,C,reachability,0.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,all_agents,,,40,26,10,4,26,0,0.26159560804576104,0.19644410104437343,0.7472986997300428,0.024564612541538848,92,28,0.7,0,0.0,0.0,31.675,646,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,participants_only,,,30,26,0,4,26,0,0.2919828336379074,0.21403183330727005,0.7472986997300428,0.026446707950207673,92,28,0.9333333333333333,0,0.0,0.0,25.566666666666666,646,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,nonparticipants_only,,,10,0,10,0,0,0,0.17043393126932202,0.1324086301709341,0.5626993445586411,0.00783772456527645,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,step_totals,,,,,,,,,,,,,,,,,,,,,89.00000000000009,,,20.0,0.22471910112359528,59.0,0.6629213483146061,0.0,0.0,0.01305410619936802,0.01694915254237288,0.0,0,1,23,18,,40,59,36,5.600000000000002,0.0629213483146067,4.400000000000001,0.04943820224719098,28,22,31
22,C,all_agents,,,40,29,10,1,29,0,0.26530651498720387,0.1969337299291713,0.7574067517408412,0.02568906058687362,98,28,0.7,0,0.0,0.0,32.0,683,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,participants_only,,,30,29,0,1,29,0,0.29669394532221327,0.21635327825823325,0.7574067517408412,0.027768096928170758,98,28,0.9333333333333333,0,0.0,0.0,26.0,683,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,nonparticipants_only,,,10,0,10,0,0,0,0.17114422398217558,0.13502071723243295,0.5598858478358479,0.007629902166561369,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.00000000000009,,,19.0,0.24999999999999972,45.0,0.592105263157894,0.0,0.0,0.013999626198631673,0.13333333333333333,0.0,0,6,60,8,,38,45,36,5.600000000000002,0.07368421052631574,6.400000000000003,0.08421052631578942,28,32,40
23,C,all_agents,,,40,30,10,0,30,0,0.2693197061436009,0.198395699172351,0.7671104816712075,0.02679852334758619,103,29,0.725,0,0.0,0.0,31.65,718,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,C,participants_only,,,30,30,0,0,30,0,0.30180985837947116,0.22083205739932635,0.7671104816712075,0.02903275132318731,103,29,0.9666666666666667,0,0.0,0.0,25.533333333333335,718,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,C,nonparticipants_only,,,10,0,10,0,0,0,0.17184924943599006,0.1370441200151299,0.5570864185966687,0.007428519513062506,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,C,step_totals,,,,,,,,,,,,,,,,,,,,,89.00000000000009,,,20.0,0.22471910112359528,59.0,0.6629213483146061,0.0,0.0,0.012557941940893769,0.0847457627118644,0.0,0,5,23,18,,40,59,36,5.600000000000002,0.0629213483146067,4.400000000000001,0.04943820224719098,28,22,31
24,C,all_agents,,,40,30,10,0,30,0,0.2728906939841448,0.1979856461097923,0.7764260624043593,0.02797045946433559,104,29,0.725,0,0.0,0.0,32.0,756,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,C,participants_only,,,30,30,0,0,30,0,0.3063377372879219,0.2211425202525098,0.7764260624043593,0.03040863064788327,104,29,0.9666666666666667,0,0.0,0.0,26.0,756,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,C,nonparticipants_only,,,10,0,10,0,0,0,0.17254956407281336,0.13823430973681505,0.5543009865036854,0.0072314894445156385,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.2000000000001,,,19.0,0.24934383202099705,45.0,0.5905511811023614,0.0,0.0,0.013550109554925449,0.022222222222222223,0.0,0,1,60,8,,38,45,36,5.8000000000000025,0.07611548556430439,6.400000000000003,0.08398950131233589,29,32,40
25,C,all_agents,,,40,30,10,0,30,0,0.2770463866335305,0.19913654105476442,0.785369019908185,0.029116502581315422,107,29,0.725,0,0.0,0.0,31.65,796,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,C,participants_only,,,30,30,0,0,30,0,0.31164724949428313,0.227150988723954,0.785369019908185,0.03168514605560032,107,29,0.9666666666666667,0,0.0,0.0,25.533333333333335,796,,,,,,,,,,,,,,,,,,,,,,,,,,,
